"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
5.255478763E0	-5.000025034E-3	2.351507545E-3	-9.472846985E-3	1.096652489E-2
5.272190821E0	-2.669990063E-4	7.073342800E-3	4.883766174E-3	8.599688302E-3
5.288900843E0	-3.168582916E-4	2.336338162E-3	-9.475708008E-3	9.764625822E-3
5.305610805E0	-3.165304661E-4	-2.492375672E-3	-1.426029205E-2	1.447991911E-2
5.322322495E0	-5.146205425E-3	2.287596464E-3	9.536743164E-5	5.632550294E-3
5.339033810E0	-2.616345882E-4	6.962582469E-3	-4.987716675E-4	6.985326082E-3
5.355742550E0	-2.627372742E-4	2.124622464E-3	-4.978179932E-4	2.197924986E-3
5.372454445E0	-2.641975880E-4	6.798148155E-3	-5.282402039E-3	8.613268253E-3
5.389165107E0	-5.092024803E-3	2.011954784E-3	-4.978179932E-4	5.497681457E-3
5.405875496E0	-3.573596478E-4	6.737291813E-3	-4.997253418E-4	6.765244438E-3
5.422587106E0	-4.079937935E-4	1.999497414E-3	-4.689216614E-3	5.114020072E-3
5.439297270E0	-3.592967987E-4	2.045638859E-3	-4.688262939E-3	5.127722879E-3
5.456006845E0	-3.106892109E-4	1.941867173E-3	-4.685401917E-3	5.081374521E-3
5.472718445E0	-5.188673735E-3	6.767019629E-3	-4.688262939E-3	9.731120140E-3
5.489428864E0	-4.044175148E-4	6.754845381E-3	-5.006790161E-4	6.785438020E-3
5.506139018E0	-4.047453403E-4	6.794162095E-3	-9.474754333E-3	1.166599447E-2
5.522832602E0	-4.053711891E-4	2.056278288E-3	-4.690170288E-3	5.137149358E-3
5.539516969E0	4.320740700E-3	2.054221928E-3	9.346008301E-5	4.785118882E-3
5.556224987E0	-3.657639027E-4	2.052024007E-3	9.727478027E-5	2.086635603E-3
5.572946626E0	-3.657937050E-4	2.051368356E-3	-4.688262939E-3	5.130470403E-3
5.589656965E0	4.410058260E-3	2.097398043E-3	-4.689216614E-3	6.770261801E-3
5.606368086E0	-3.269910812E-4	6.870560348E-3	-4.687309265E-3	8.323604436E-3
5.623077670E0	4.449814558E-3	2.034172416E-3	9.822845459E-5	4.893705738E-3
5.639789372E0	-2.863705158E-4	6.910599768E-3	9.918212891E-5	6.917241815E-3
5.656508387E0	-3.374218941E-4	2.122573555E-3	9.727478027E-5	2.151426134E-3
5.673246505E0	-3.377199173E-4	6.898626685E-3	-4.688262939E-3	8.347749054E-3
5.689956182E0	4.487901926E-3	2.158790827E-3	-4.687309265E-3	6.839043038E-3
5.706668066E0	-2.499818802E-4	2.154879272E-3	9.671211243E-3	9.911524732E-3
5.723377833E0	-2.517402172E-4	6.927877665E-3	-4.978179932E-4	6.950301060E-3
5.740089088E0	2.939999104E-4	2.038143575E-3	-5.284309387E-3	5.671365874E-3
5.756799181E0	5.118310452E-3	6.811268628E-3	-4.968643188E-4	8.534480438E-3
5.773509487E0	-2.669394016E-4	6.748691201E-3	-5.282402039E-3	8.574372331E-3
5.790220396E0	5.282461643E-4	2.009257674E-3	-4.901885986E-4	2.134583162E-3
5.806930754E0	-4.748731852E-3	6.782121956E-3	-5.272865295E-3	9.815841322E-3
5.823640755E0	3.510713577E-5	1.942604780E-3	-1.005744934E-2	1.024339949E-2
5.840352772E0	-1.624226570E-5	1.890413463E-3	-5.272865295E-3	5.601520802E-3
5.857063323E0	-4.894435406E-3	6.715364754E-3	-4.901885986E-4	8.324176030E-3
5.873773742E0	-1.586675644E-4	1.980587840E-3	-4.680633545E-3	5.084902553E-3
5.890483958E0	4.568278790E-3	1.981429756E-3	-4.682540894E-3	6.835307176E-3
5.907195771E0	-1.184642315E-4	1.929134130E-3	-4.678726196E-3	5.062219976E-3
5.923904989E0	-1.704394817E-4	1.925423741E-3	1.049041748E-4	1.935797274E-3
5.940617077E0	-1.722574234E-4	1.921683550E-3	1.049041748E-4	1.932238384E-3
5.957326997E0	4.654437304E-3	1.871012151E-3	-9.464263916E-3	1.071152485E-2
5.974037457E0	-4.859417677E-3	1.817196608E-3	-9.461402893E-3	1.079047211E-2
5.990748314E0	-1.258254051E-4	1.713745296E-3	1.087188721E-4	1.721794054E-3
6.007460045E0	-4.952907562E-3	6.542034447E-3	-4.901885986E-4	8.220084725E-3
6.024124789E0	-1.183748245E-4	1.704469323E-3	-9.462356567E-3	9.615374152E-3
6.040845077E0	-6.988644600E-5	1.600936055E-3	-9.459495544E-3	9.594265804E-3
6.057555353E0	2.816319466E-5	1.647487283E-3	-5.269050598E-3	5.520679462E-3
6.074266850E0	7.665157318E-5	1.645706594E-3	-4.669189453E-3	4.951318593E-3
6.090976150E0	7.432699203E-5	1.642413437E-3	1.163482666E-4	1.648206092E-3
6.107687658E0	-4.653871059E-3	6.417319179E-3	-4.667282104E-3	9.199131672E-3
6.124415217E0	-4.645496607E-3	6.457909942E-3	-9.452819824E-3	1.235479835E-2
6.141145199E0	-4.638284445E-3	6.396926939E-3	-4.666328430E-3	9.176544986E-3
6.157854671E0	4.464387894E-5	6.385117769E-3	4.900932312E-3	8.049276957E-3
6.174562028E0	-5.608797073E-5	1.549385488E-3	-4.672050476E-3	4.922580309E-3
6.191258471E0	-1.066923141E-4	1.499317586E-3	-4.673957825E-3	4.909706531E-3
6.207987282E0	-1.082122326E-4	1.497797668E-3	1.115798950E-4	1.505841231E-3
6.224696765E0	-4.886388779E-3	6.271198392E-3	-4.673957825E-3	9.222288562E-3
6.241408009E0	4.674851894E-3	6.212323904E-3	1.125335693E-4	7.775594661E-3
6.258118844E0	-4.938751459E-3	1.325339079E-3	-4.673957825E-3	6.927746488E-3
6.274830413E0	-1.042485237E-4	6.050758064E-3	-5.268096924E-3	8.023427329E-3
6.291524790E0	-4.982501268E-3	1.362159848E-3	1.106262207E-4	5.166530412E-3
6.308251302E0	-1.984536648E-4	1.459360123E-3	1.096725464E-4	1.476869626E-3
6.324961081E0	-1.998841763E-4	6.182812154E-3	-5.272865295E-3	8.128359505E-3
6.341672191E0	-2.008378506E-4	1.395784318E-3	-4.674911499E-3	4.882965004E-3
6.358382427E0	-4.978805780E-3	1.292929053E-3	-4.673957825E-3	6.950255699E-3
6.375094321E0	-4.970073700E-3	6.018318236E-3	-9.458541870E-3	1.226318887E-2
6.391803429E0	-4.911601543E-3	6.057888269E-3	-9.457588196E-3	1.225837732E-2
6.408515424E0	4.649341106E-3	6.047472358E-3	-5.270004272E-3	9.271528443E-3
6.425225050E0	-8.705258369E-5	1.311987638E-3	-4.670143127E-3	4.851713774E-3
6.441936293E0	-4.864275455E-3	5.987077951E-3	-9.454727173E-3	1.220238272E-2
6.458646662E0	1.975893974E-5	5.975045264E-3	-9.451866150E-3	1.118209864E-2
6.475358575E0	1.826882362E-5	1.138791442E-3	-4.665374756E-3	4.802384961E-3
6.492067204E0	4.742980003E-3	9.881481528E-4	1.192092896E-4	4.846287955E-3
6.508779048E0	-4.820227623E-3	1.037493348E-3	-4.666328430E-3	6.788638141E-3
6.525445023E0	-3.746151924E-5	1.039914787E-3	-4.666328430E-3	4.780946261E-3
6.542165015E0	5.331963301E-3	1.048475504E-3	-4.787445068E-4	5.455119598E-3
6.558874722E0	9.489059448E-5	1.008458436E-3	-5.259513855E-3	5.356162678E-3
6.575586280E0	4.169344902E-5	5.744807422E-3	-5.260467529E-3	7.789548722E-3
6.592296425E0	3.671646118E-5	5.740769207E-3	-5.260467529E-3	7.786545949E-3
6.608997739E0	5.405724049E-3	-8.640319109E-3	-5.260467529E-3	1.146950241E-2
6.625733427E0	5.341976881E-3	-3.784954548E-3	-5.263328552E-3	8.400311029E-3
6.642442199E0	5.328059196E-3	5.737133324E-3	-4.777908325E-4	7.844182409E-3
6.659152221E0	5.876123905E-4	9.600073099E-4	-5.262374878E-3	5.381402393E-3
6.675846587E0	-4.243701696E-3	1.018449664E-3	-4.787445068E-4	4.390380406E-3
6.692572937E0	-9.477138519E-6	9.267851710E-4	-1.004791260E-2	1.009056828E-2
6.709284790E0	5.409389734E-3	8.838027716E-4	-5.260467529E-3	7.597047009E-3
6.726019817E0	1.022017002E-2	8.911192417E-4	-4.739761353E-4	1.026988910E-2
6.742728913E0	-4.631459713E-3	9.450837970E-4	1.268386841E-4	4.728603442E-3
6.759437715E0	2.502799034E-4	-3.920659423E-3	1.296997070E-4	3.930780120E-3
6.776149701E0	2.457201481E-4	8.737891912E-4	1.296997070E-4	9.169012793E-4
6.792860333E0	2.406835556E-4	9.309947491E-4	-4.655838013E-3	4.754104269E-3
6.809570712E0	2.856850624E-4	1.037843525E-3	-4.655838013E-3	4.778657002E-3
6.826280907E0	2.817213535E-4	5.820006132E-3	-9.441375732E-3	1.109465700E-2
6.842992710E0	3.266334534E-4	5.817055702E-3	-4.653930664E-3	7.456802068E-3
6.859701939E0	-4.404217005E-3	9.899437428E-4	1.335144043E-4	4.516075966E-3
6.876413955E0	3.769695759E-4	5.874298513E-3	-4.653930664E-3	7.503902965E-3
6.893123967E0	3.229379654E-4	1.096889377E-3	-1.422691345E-2	1.427278955E-2
6.909834396E0	3.185868263E-4	5.931116641E-3	-4.655838013E-3	7.546951025E-3
6.926527644E0	3.641843796E-4	1.104123890E-3	-4.653930664E-3	4.796956374E-3
6.943256831E0	4.610717297E-4	1.215390861E-3	-9.437561035E-3	9.526663654E-3
6.959965695E0	4.559457302E-4	1.221761107E-3	-4.652023315E-3	4.831346359E-3
6.976677690E0	5.228161812E-3	6.008967757E-3	-4.653930664E-4	7.978593870E-3
6.993388333E0	4.878938198E-4	1.181647182E-3	1.344680786E-4	1.285461826E-3
7.010054940E0	5.208492279E-3	1.187987626E-3	-4.653930664E-4	5.362489825E-3
7.026773456E0	-4.357635975E-3	6.072096527E-3	-5.251884460E-3	9.134639451E-3
7.043484851E0	4.246532917E-4	1.347333193E-3	-5.252838135E-3	5.439480271E-3
7.060195078E0	4.690885544E-4	1.253657043E-3	-4.644393921E-4	1.416828854E-3
7.076906320E0	-4.261255264E-3	1.261435449E-3	-9.436607361E-3	1.043067947E-2
7.093615875E0	5.199611187E-4	1.269124448E-3	-9.436607361E-3	9.535753505E-3
7.110371419E0	5.140304565E-4	1.175358891E-3	1.354217529E-4	1.289974761E-3
7.127076488E0	5.334973335E-3	1.183293760E-3	1.363754272E-4	5.466326268E-3
7.143781820E0	5.446076393E-4	1.191370189E-3	-4.649162292E-3	4.830183271E-3
7.160494528E0	5.392432213E-4	1.297652721E-3	-4.651069641E-3	4.858717387E-3
7.177200309E0	-4.241973162E-3	6.129585207E-3	-4.651069641E-3	8.786273380E-3
7.193920799E0	5.387365818E-4	1.401536167E-3	-4.652023315E-3	4.888339356E-3
7.210649762E0	5.346536636E-4	6.236441433E-3	-4.652023315E-3	7.798742028E-3
7.227336957E0	5.299746990E-4	-3.317438066E-3	-4.652976990E-3	5.739029828E-3
7.244048648E0	-4.299968481E-3	1.527138054E-3	-4.655838013E-3	6.519103249E-3
7.260758030E0	-4.294544458E-3	1.108761877E-2	1.316070557E-4	1.189099333E-2
7.277469924E0	4.866123199E-4	6.299242377E-3	-9.440422058E-3	1.135952529E-2
7.294175551E0	5.313754082E-4	1.619122922E-3	-4.653930664E-3	4.956106283E-3
7.310895635E0	5.753934383E-4	1.624457538E-3	-4.653930664E-3	4.962762389E-3
7.327555435E0	6.198287010E-4	1.629784703E-3	-4.652023315E-3	4.968068712E-3
7.344313055E0	-4.160583019E-3	1.637026668E-3	-4.652023315E-3	6.452257612E-3
7.361021817E0	-4.056125879E-3	1.694113016E-3	1.363754272E-4	4.397814721E-3
7.377733863E0	7.244944572E-4	1.602828503E-3	1.373291016E-4	1.764315932E-3
7.394444363E0	7.684826851E-4	1.608282328E-3	1.392364502E-4	1.787882678E-3
7.411154579E0	7.149577141E-4	1.620180905E-3	-4.648208618E-3	4.974132493E-3
7.427864988E0	7.102787495E-4	6.354391575E-3	-4.648208618E-3	7.904975114E-3
7.444576627E0	8.049011230E-4	6.351456046E-3	-4.644393921E-3	7.909440854E-3
7.461286152E0	9.005665779E-4	1.576215029E-3	-4.642486572E-3	4.984792428E-3
7.477998097E0	-3.930091858E-3	1.485086977E-3	-4.643440247E-3	6.261999893E-3
7.494708068E0	5.526661873E-3	1.545675099E-3	1.382827759E-4	5.740402869E-3
7.511374583E0	-4.040986300E-3	6.326563656E-3	1.382827759E-4	7.508268782E-3
7.528093780E0	7.394254208E-4	1.548141241E-3	-4.647254944E-3	4.953833845E-3
7.544805146E0	7.341504097E-4	6.330884993E-3	-4.647254944E-3	7.887715774E-3
7.561514681E0	6.784200668E-4	1.450918615E-3	-4.648208618E-3	4.916427765E-3
7.578226035E0	5.448192358E-3	6.232231855E-3	-4.648208618E-3	9.493648257E-3
7.594936372E0	5.483508110E-3	1.505456865E-3	-4.648208618E-3	7.344460833E-3
7.611692324E0	5.919039249E-4	1.611694694E-3	-4.652023315E-3	4.958752965E-3
7.628393161E0	-4.238009453E-3	1.570306718E-3	-4.652976990E-3	6.486661867E-3
7.645148288E0	5.423128605E-4	1.527346671E-3	1.316070557E-4	1.626103166E-3
7.661814589E0	5.367994308E-4	6.258249283E-3	-4.652023315E-3	7.816339210E-3
7.678526493E0	5.810558796E-4	6.303645670E-3	-4.652023315E-3	7.855882866E-3
7.695235224E0	5.251735449E-3	1.575075090E-3	-4.656791687E-3	7.193559312E-3
7.711947240E0	5.237400532E-3	6.359234452E-3	-4.656791687E-3	9.463399810E-3
7.728657740E0	4.977881908E-4	1.632221043E-3	-4.655838013E-3	4.958706103E-3
7.745368047E0	3.923475742E-4	6.413161755E-3	1.258850098E-4	6.426385247E-3
7.762078508E0	5.381405354E-4	-3.139384091E-3	-4.654884338E-3	5.640325869E-3
7.778790218E0	5.339086056E-4	1.604788005E-3	-4.653930664E-3	4.951714205E-3
7.795499121E0	5.795657635E-4	1.663304865E-3	-4.653930664E-3	4.976097886E-3
7.812211626E0	5.754232407E-4	1.573584974E-3	1.335144043E-4	1.680805662E-3
7.828921547E0	6.206631660E-4	6.457626820E-3	1.335144043E-4	6.488758972E-3
7.845631956E0	5.646049976E-4	1.575686038E-3	-4.652976990E-3	4.944872107E-3
7.862342853E0	6.595253944E-4	1.682586968E-3	-4.651069641E-3	4.989841827E-3
7.879054401E0	-4.019945860E-3	6.468176842E-3	-4.648208618E-3	8.922058043E-3
7.895763213E0	8.105635643E-4	1.641109586E-3	1.392364502E-4	1.835658125E-3
7.912475190E0	8.051097393E-4	1.697912812E-3	-4.647254944E-3	5.012792448E-3
7.929132335E0	8.499622345E-4	6.582699716E-3	-4.646301270E-3	8.102005112E-3
7.945903341E0	8.935034275E-4	1.752078533E-3	1.411437988E-4	1.971813666E-3
7.962599631E0	-3.936916590E-3	1.758970320E-3	-4.646301270E-3	6.338880367E-3
7.979317923E0	7.432401180E-4	6.490930915E-3	-4.649162292E-3	8.018684433E-3
7.996019523E0	6.881952286E-4	1.713775098E-3	1.344680786E-4	1.851680163E-3
8.012703707E0	6.344318390E-4	1.723960042E-3	-4.652023315E-3	5.001586040E-3
8.029413475E0	-4.145324230E-3	6.507560611E-3	-4.652023315E-3	9.009627018E-3
8.046124809E0	7.356405258E-4	6.605327129E-3	-4.650115967E-3	8.111417384E-3
8.062835280E0	7.309317589E-4	1.927614212E-3	-4.652023315E-3	5.088347346E-3
8.079546808E0	7.261633873E-4	1.935437322E-3	-4.652023315E-3	5.090633734E-3
8.096264927E0	-4.104584455E-3	6.766907871E-3	1.316070557E-4	7.915552798E-3
8.113003595E0	6.260275841E-4	6.762169302E-3	-9.441375732E-3	1.163006534E-2
8.129716079E0	6.212592125E-4	1.882649958E-3	-9.440422058E-3	9.646341405E-3
8.146422287E0	-4.159539938E-3	1.887351274E-3	-4.653930664E-3	6.520961429E-3
8.163134761E0	5.201995373E-4	1.842230558E-3	1.277923584E-4	1.918528570E-3
8.179848873E0	-4.309356213E-3	6.675064564E-3	1.258850098E-4	7.946249740E-3
8.196554114E0	4.234611988E-4	1.950316131E-3	-4.662513733E-3	5.071694658E-3
8.213267035E0	3.685355186E-4	2.056479454E-3	1.201629639E-4	2.092693315E-3
8.229977923E0	2.140700817E-4	2.062350512E-3	-4.670143127E-3	5.109731154E-3
8.246687996E0	4.934489727E-3	6.891757250E-3	-4.673004150E-3	9.678970743E-3
8.263399066E0	1.442432404E-4	6.835512817E-3	-4.672050476E-3	8.280887467E-3
8.280110676E0	1.903772354E-4	6.832472980E-3	1.153945923E-4	6.836098772E-3
8.296819213E0	1.857876778E-4	6.776355207E-3	-4.669189453E-3	8.231332644E-3
8.313531351E0	-4.643738270E-3	1.996874809E-3	1.134872437E-4	5.056154020E-3
8.330242076E0	8.028745651E-5	6.817340851E-3	-4.673957825E-3	8.266103320E-3
8.346952475E0	1.175999641E-4	6.851665676E-3	-4.673004150E-3	8.294342655E-3
8.363662710E0	1.538097858E-4	6.882704794E-3	-4.672050476E-3	8.320056393E-3
8.380374432E0	1.398921013E-4	6.865419447E-3	1.134872437E-4	6.867782273E-3
8.397083680E0	1.263320446E-4	6.898127496E-3	1.115798950E-4	6.900186433E-3
8.413795910E0	1.642405987E-4	2.058856189E-3	-4.672050476E-3	5.108220770E-3
8.430505689E0	2.507567406E-4	2.202086151E-3	-4.670143127E-3	5.169361584E-3
8.447216067E0	2.866685390E-4	2.243407071E-3	-4.669189453E-3	5.188100258E-3
8.463927045E0	3.230869770E-4	2.186298370E-3	-4.667282104E-3	5.164088303E-3
8.480638839E0	3.091692924E-4	2.127587795E-3	-9.452819824E-3	9.694226019E-3
8.497303501E0	5.019992590E-3	6.893977523E-3	1.153945923E-4	8.528808100E-3
8.514023991E0	1.705884933E-4	2.101525664E-3	1.134872437E-4	2.111489973E-3
8.530734228E0	5.626678467E-5	1.991622150E-3	-4.673957825E-3	5.080906069E-3
8.547445490E0	4.336237907E-5	1.984909177E-3	-4.673957825E-3	5.078151877E-3
8.564155259E0	-4.794865847E-3	1.976564527E-3	-9.461402893E-3	1.078961030E-2
8.580866686E0	-4.747182131E-3	1.870118082E-3	-4.673004150E-3	6.918818368E-3
8.597621426E0	4.801392555E-3	6.590105593E-3	-9.459495544E-3	1.248859152E-2
8.614359087E0	-9.751319885E-5	1.796901226E-3	-4.676818848E-3	5.011087444E-3
8.631033597E0	4.714310169E-3	6.515920162E-3	1.106262207E-4	8.043268869E-3
8.647745420E0	4.690617323E-3	1.773945987E-3	-4.676818848E-3	6.857215891E-3
8.664456246E0	-1.081824303E-4	1.718029380E-3	1.096725464E-4	1.724922159E-3
8.681164794E0	-2.107024193E-5	1.712068915E-3	-4.673957825E-3	4.977700842E-3
8.697876596E0	1.642107964E-5	1.707717776E-3	1.134872437E-4	1.711563323E-3
8.714586964E0	3.129243851E-6	1.701846719E-3	1.134872437E-4	1.705629327E-3
8.731298024E0	4.032254219E-5	6.570644677E-3	-4.672050476E-3	8.062447087E-3
8.748009776E0	-2.291798592E-5	6.551951170E-3	-4.673957825E-3	8.048258887E-3
8.764718517E0	-3.585219383E-5	6.584964693E-3	-4.674911499E-3	8.075756491E-3
8.781430370E0	-4.822373390E-3	1.896083355E-3	-4.676818848E-3	6.980189950E-3
8.798141033E0	-9.933114052E-5	6.714478135E-3	-9.463310242E-3	1.160380645E-2
8.814835003E0	-1.120567322E-4	1.872532070E-3	-4.677772522E-3	5.039889764E-3
8.831561872E0	-4.999458790E-3	6.590917706E-3	1.049041748E-4	8.273197042E-3
8.848273470E0	-4.951238632E-3	1.898869872E-3	-4.680633545E-3	7.073104069E-3
8.864982831E0	-1.773238182E-4	1.895733178E-3	1.049041748E-4	1.906896144E-3
8.881694757E0	-2.391934395E-4	6.565839052E-3	-4.680633545E-3	8.066956449E-3
8.898404585E0	-2.016425133E-4	6.498858333E-3	-4.679679871E-3	8.010943953E-3
8.915114750E0	-1.146495342E-4	6.382256746E-3	1.106262207E-4	6.384244971E-3
8.931826371E0	4.598081112E-3	1.592420042E-3	-4.677772522E-3	6.749793128E-3
8.948537817E0	-1.488626003E-4	6.364561617E-3	-9.461402893E-3	1.140385678E-2
8.965246628E0	-2.109110355E-4	6.347775459E-3	-9.463310242E-3	1.139706004E-2
8.981950060E0	-1.245737076E-4	1.604810357E-3	1.106262207E-4	1.613435171E-3
8.998633124E0	-8.714199066E-5	1.600444317E-3	1.115798950E-4	1.606694063E-3
9.015344479E0	-4.971027374E-5	1.496471465E-3	1.134872437E-4	1.501591592E-3
9.032054186E0	4.662930965E-3	1.542411745E-3	-4.674911499E-3	6.780616248E-3
9.048765775E0	4.688054323E-3	6.360106170E-3	4.897117615E-3	9.295728307E-3
9.065475949E0	-4.886031151E-3	1.667082310E-3	1.106262207E-4	5.163787563E-3
9.082196217E0	3.719329834E-5	6.485797465E-3	-9.457588196E-3	1.146790855E-2
9.098932128E0	2.408027649E-5	6.469130516E-3	1.144409180E-4	6.470187495E-3
9.115644093E0	-4.664689302E-3	1.725897193E-3	1.163482666E-4	4.975096414E-3
9.132353801E0	7.927417755E-6	1.719832420E-3	-4.672050476E-3	4.978548187E-3
9.149065786E0	-5.561113358E-5	1.131153107E-2	-4.674911499E-3	1.223963338E-2
9.165800385E0	-1.683533192E-4	1.734212041E-3	-4.677772522E-3	4.991732165E-3
9.182486218E0	-1.305639744E-4	1.122926921E-2	-4.676818848E-3	1.216495657E-2
9.199196942E0	-4.380941391E-5	1.552261412E-3	1.134872437E-4	1.557020909E-3
9.215908703E0	4.231929779E-5	1.495115459E-3	1.163482666E-4	1.500232675E-3
9.232585228E0	-2.095103264E-5	1.438222826E-3	-4.670143127E-3	4.886630810E-3
9.249329623E0	-3.275275230E-5	6.258904934E-3	-9.455680847E-3	1.133952662E-2
9.266039961E0	-9.614229202E-5	1.566000283E-3	-4.673957825E-3	4.930261856E-3
9.282750370E0	-1.094937325E-4	1.115790009E-2	-4.674911499E-3	1.209816188E-2
9.299460840E0	4.552781582E-3	1.530937850E-3	-4.677772522E-3	6.704710777E-3
9.316172255E0	-2.462267876E-4	6.248518825E-3	1.077651978E-4	6.254296801E-3
9.332871434E0	-2.585947514E-4	6.132185459E-3	-4.676818848E-3	7.716424320E-3
9.349593989E0	-4.945456982E-3	1.342900097E-3	1.115798950E-4	5.125756091E-3
9.366304011E0	-1.219511032E-4	1.287966967E-3	-4.672050476E-3	4.847864131E-3
9.383014491E0	-1.341104507E-4	1.334249973E-3	-4.673004150E-3	4.861602246E-3
9.399725369E0	-1.968443394E-4	1.277342439E-3	-9.459495544E-3	9.547376988E-3
9.416430681E0	-2.082884312E-4	1.223795116E-3	-9.459495544E-3	9.540603467E-3
9.433129798E0	-2.695024014E-4	5.944900215E-3	-9.460449219E-3	1.117651867E-2
9.449857816E0	-3.308653831E-4	5.932480097E-3	1.087188721E-4	5.942693985E-3
9.466567981E0	4.481077194E-3	5.916729569E-3	1.106262207E-4	7.422936062E-3
9.483234800E0	-2.672672272E-4	1.124799252E-3	-9.459495544E-3	9.529882532E-3
9.499953520E0	-2.799034119E-4	5.992792547E-3	-9.461402893E-3	1.120312694E-2
9.516665048E0	-2.918541431E-4	1.251950860E-3	-9.462356567E-3	9.549280162E-3
9.533375263E0	-3.040730953E-4	5.921579897E-3	-4.675865173E-3	7.551243874E-3
9.550086436E0	-2.664029598E-4	1.081183553E-3	-4.673957825E-3	4.804769522E-3
9.566796346E0	-3.788769245E-4	5.851201713E-3	1.087188721E-4	5.864463232E-3
9.583556956E0	-5.115091801E-3	1.112602651E-3	-4.676818848E-3	7.019592817E-3
9.600249310E0	-3.921091557E-4	1.056618989E-3	-4.677772522E-3	4.811626445E-3
9.616970563E0	-5.043447018E-4	-3.722392023E-3	1.049041748E-4	3.757867857E-3
9.633674481E0	-5.657970905E-4	1.008659601E-3	-9.468078613E-3	9.538450250E-3
9.650386437E0	-5.762577057E-4	5.781859159E-3	-4.682540894E-3	7.462449833E-3
9.667095655E0	-6.373226643E-4	5.716182292E-3	-9.469985962E-3	1.107978133E-2
9.683807569E0	-5.423277617E-3	5.750618875E-3	-4.684448242E-3	9.188341139E-3
9.700517643E0	-6.992220879E-4	9.088814259E-4	-9.470939636E-3	9.540108729E-3
9.717228010E0	-5.584925413E-3	5.729012191E-3	-4.689216614E-3	9.273711501E-3
9.733938807E0	-8.106231689E-4	5.762860179E-3	-4.690170288E-3	7.474313660E-3
9.750650620E0	-8.710920811E-4	9.742975235E-4	-4.692077637E-3	4.870692931E-3
9.767355901E0	-8.820295334E-4	1.019783318E-3	-4.693031311E-3	4.882875894E-3
9.784031296E0	-7.920563221E-4	5.842819810E-3	-4.690170288E-3	7.534161790E-3
9.800745754E0	-8.031427860E-4	1.152314246E-3	-4.692077637E-3	4.897801446E-3
9.817473863E0	-9.141862392E-4	1.197449863E-3	-4.695892334E-3	4.931635374E-3
9.834172614E0	3.799587488E-3	1.192443073E-3	-4.697799683E-3	6.158579984E-3
9.850899818E0	-9.471774101E-4	1.187585294E-3	8.869171143E-5	1.521634022E-3
9.867601662E0	-9.584128857E-4	6.005369127E-3	-4.697799683E-3	7.684551741E-3
9.884313464E0	-9.191930294E-4	5.989134312E-3	-4.695892334E-3	7.665901802E-3
9.901023121E0	-5.604535341E-3	5.972877145E-3	-4.693031311E-3	9.439842195E-3
9.917734679E0	-8.297860622E-4	5.908429623E-3	9.346008301E-5	5.967145071E-3
9.934496276E0	-9.412467480E-4	5.940869451E-3	-9.481430054E-3	1.122841891E-2
9.951178487E0	-8.026957512E-4	1.074913889E-2	9.346008301E-5	1.077947319E-2
9.967879588E0	3.962814808E-3	5.943767726E-3	-4.692077637E-3	8.546804580E-3
9.984563995E0	-8.206665516E-4	5.927763879E-3	9.346008301E-5	5.985032413E-3
1.000127435E1	-5.642116070E-3	5.961805582E-3	-4.693031311E-3	9.455217736E-3
1.001798589E1	-9.532272816E-4	5.947560072E-3	8.964538574E-5	6.024130589E-3
1.003469557E1	-9.519457817E-4	5.876854062E-3	-4.695892334E-3	7.582547016E-3
1.005140686E1	-9.487867355E-4	1.086711884E-3	-4.695892334E-3	4.912488555E-3
1.006812575E1	-9.461641312E-4	1.080684364E-3	-4.694938660E-3	4.909740754E-3
1.008486429E1	-9.929537773E-4	1.177936792E-3	8.773803711E-5	1.543110577E-3
1.010157411E1	-5.715608597E-3	5.794763565E-3	9.155273438E-5	8.139769549E-3
1.011828026E1	-9.284019470E-4	9.518340230E-4	9.250640869E-5	1.332844934E-3
1.013499980E1	3.798037767E-3	9.961426258E-4	8.964538574E-5	3.927521777E-3
1.015170733E1	-9.840726852E-4	5.718246102E-3	9.059906006E-5	5.803011781E-3
1.016841594E1	-5.756437778E-3	9.253323078E-4	-4.693984985E-3	7.485072533E-3
1.018512825E1	-1.018643379E-3	9.179860353E-4	-4.695892334E-3	4.892007513E-3
1.020183872E1	-5.890607834E-3	5.584776402E-3	-4.697799683E-3	9.378609170E-3
1.021855237E1	-1.102000475E-3	5.468159914E-3	-4.695892334E-3	7.291541861E-3
1.023525597E1	-1.047909260E-3	6.805285811E-4	-4.694938660E-3	4.858362068E-3
1.025197129E1	-9.948909283E-4	6.271451712E-4	9.346008301E-5	1.179768542E-3
1.026866743E1	-1.091569662E-3	5.448013544E-3	9.059906006E-5	5.557030150E-3
1.028327074E1	-1.066097617E-2	-9.461343288E-3	-1.905250549E-2	2.379435638E-2
1.036891056E1	-5.837589502E-3	9.093508124E-4	-4.696846008E-3	7.547498428E-3
1.038563365E1	-9.990036488E-4	5.679637194E-3	9.059906006E-5	5.767538048E-3
1.040237372E1	-9.966790676E-4	8.366405964E-4	-4.694938660E-3	4.871938595E-3
1.041907297E1	-9.439885616E-4	5.505517125E-3	-4.691123962E-3	7.294414113E-3
1.043579308E1	-8.914470673E-4	5.488753319E-3	-4.689216614E-3	7.273915268E-3
